PNS index,SNS index,Stress index,Mean RR  (ms),SDNN (ms),Mean HR (beats/min),SD HR (beats/min),Min HR (beats/min),Max HR (beats/min),RMSSD (ms),NNxx (beats),pNNxx (%),RR tri index,TINN (ms),DC (ms),DCmod (ms),AC (ms),ACmod (ms),VLF (Hz),LF (Hz),HF (Hz),VLF (ms^2),LF (ms^2),HF (ms^2),VLF (log),LF (log),HF (log),VLF (%),LF (%),HF (%),LF (n.u.),HF (n.u.),Total power (ms^2),LF/HF ratio,RESP (Hz),SD1 (ms),SD2 (ms),SD2/SD1 ratio,Approximate entropy (ApEn),Sample entropy (SampEn),alpha 1,alpha 2,Correlation dimension (D2),Mean line length (beats),Max line length (beats),Recurrence rate (REC) (%),Determinism (DET) (%),Shannon entropy,MSE(1),MSE(2),VLF (Hz) AR spectrum,LF (Hz) AR spectrum,HF (Hz) AR spectrum,VLF (ms^2) AR spectrum,LF (ms^2) AR spectrum,HF (ms^2) AR spectrum,VLF (log) AR spectrum,LF (log) AR spectrum,HF (log) AR spectrum,VLF (%) AR spectrum,LF (%) AR spectrum,HF (%) AR spectrum,LF (n.u.) AR spectrum,HF (n.u.) AR spectrum,label
2.4493892944654316,-1.389323423,7.002770985456651,1135.029237804318,55.859504581202344,54.00244987693296,2.871041947824524,45.59737148904198,61.669270045753194,87.62734314258394,102.07091627405289,43.802591115329626,12.897130750521269,0,26.522312184352767,84.21444129511383,-28.42215828,-89.90153735,0.028678670623413217,0.07929342,0.36443815827142717,70.49720276577992,732.1822879563508,2560.1043198110683,3.932521065798013,5.952927010758826,6.961642882036767,6.139441518929603,25.95024855357088,67.73075653838723,28.90086426885558,70.90358594779029,3366.4642165753885,0.0589,0.25417307713794496,62.11340803,48.584506185657816,0.7332888886543567,0.9711908349169693,2.15940325,0.5230406514521865,0.23446526167206883,1.7905455263281151,7.446734157989647,54.98189279680876,18.950752476506448,92.93979573262877,2.5622320714816604,2.159712153910263,1.747227755316642,0.039454549669513256,0.093955598,0.25735139336215174,105.31769918533604,675.8716439819202,2416.4259248497506,4.426335681283309,5.8966858438577185,6.925679951,6.724459208946759,25.788544251880758,67.28239138152904,28.458019670752936,71.34770941888995,1
-2.0113,4.430000088263295,30.250282726987884,669.9583241582123,6.766,85.71732537936175,0.8647399622828393,77.34205526019515,94.92616533,9.7965,0,0,2.534913430632665,1,16.816556155533114,10.1762,-3.6109,-10.3551,0.033960705406332524,0.083595259,0.3152181149933952,0.7703,2.0065,10.6566,1.8753856540262037,3.7115754402566123,3.0138969493397907,14.498034776736045,51.68343000043252,33.71105038806367,61.971552416717024,37.93729417,13.7224,2.9378687072861354,0.34942303796180485,6.935043,5.891251267385037,1.4664971288013022,1.233924558015888,1.377517006039336,0.9270706041459242,0.684688624,1.280337955633847,6.780721807,72.44901008407426,24.13583501870326,95.76510302954281,2.736036681343587,1.3777046400671802,1.5710528367224783,0.030373775398334517,0.067362161,0.2485011288840187,0.7074,1.4714,8.8994,2.3248144668732937,3.406102283,3.1202991861808353,22.712514932087657,40.014531103630766,37.09588291558103,54.33315639020674,45.45161426244413,1
2.247411456213638,-1.984831625,5.807423829326984,1176.546681258933,60.14053987059544,48.6565,1.6194501731466868,44.622,52.4366,79.37189030523479,0,24.488206693050365,14.061248386726888,2,37.17126954,80.76445111485086,-30.84889325,-80.08421283,0.026667,0.11126517232156882,0.22298831354507065,31.866065459858532,1264.3169542916617,2680.0120666729918,4.1165429189577365,7.4296,6.932546906898752,5.721719158501967,68.90711483884687,26.52370283731236,73.54575825125124,27.63258129785759,3969.3280851902664,2.4564815400828794,0.143415,56.47678696326741,63.300823889976435,1.3604665293317808,0.6735806842600289,2.0419572463516578,1.1636329498329592,0.29586050037599004,0.7303934582382964,8.373745795105727,79.89256868,22.063955370202788,92.53750683877288,2.6777827077406227,2.041736592962621,2.4784050173501693,0.04,0.15,0.15,157.19463196296698,1190.0313742248843,2646.3082248631285,5.5312,7.3296,7.052155563115986,11.197902020096373,68.85171825654439,20.443837187370754,78.10173008253008,22.390655371500173,0
-2.0113,4.5374872911170865,26.982426670559242,647.6065,6.766,92.6489,2.617406211780376,84.5466,97.11106515818524,9.7965,28.94353780844905,0,1.846491,3,15.15910444461792,10.1762,-3.6109,-10.3551,0.04,0.050384546,0.2550365181000801,13.018355125490643,2.0065,10.6566,1.9606029093018995,3.701140275537413,2.765960726010939,15.24950930185637,59.961896240597056,23.68445563256691,70.26973408167876,28.612850277793484,13.7224,2.495966314418098,0.4248714337314422,6.935043,4.917065,1.6733049316550281,1.2796,1.6661775891296076,0.7614489009622595,0.47936003124723237,0.4616195355995023,6.736884273952139,57.41032254569168,17.009842323522943,95.56145418976784,2.676385906750009,1.6660765569070541,1.5964239608051765,0.019578818,0.065815903,0.23017157809057787,0.7074,1.4714,8.8994,2.1957392640800126,3.475161359786658,2.589346862637177,20.576050888203945,57.563324820043555,21.428762802449803,71.03515765548333,28.470957691113824,0
-0.487575909,-0.256159341,11.586824891906073,974.6549653120949,12.902144953004594,59.95769208,1.5585478037576082,55.922058769182584,64.40832082287895,9.7965,0,0.053124923,6.742664365641456,4,20.17890228055798,12.12474053468852,-14.69304129,-10.3551,0.04,0.058872598,0.3086768760160975,97.83058872141241,2.0065,10.6566,2.9546461414685874,5.021266343880332,5.204913704498149,8.477614432893938,38.842088597570154,52.29737369,43.32278531901481,56.25989153940554,13.7224,0.4159500854403112,0.2514649014800292,6.935043,21.844642768714113,0.9543773707073133,0.9910971168226927,1.9302103107971051,0.7003644997308117,0.2733466182687836,2.145279661830882,9.710953343046615,80.85390418,19.630137409712955,94.60861474649907,2.852050866630211,1.9299552008108043,1.8798372763974278,0.011465150387995485,0.073068327,0.2290183287857818,98.76865812114622,5.668312321494312,8.8994,4.017484782088149,5.035831035316849,5.286239010185064,10.40155249986664,40.39700737470524,49.11014513896493,45.53514664929724,54.35943139,0
-1.003016384,2.803997646621321,23.963638809835114,778.1379095758874,20.90674403931306,76.59046146502246,2.3590332409248136,71.25429615396358,82.94456354600598,22.638479607624877,23.751079216017423,18.434914056687546,1.846491,5,3.507,11.44673870035853,-3.6109,-21.35043503,0.026667,0.04,0.277398889,36.766449367497955,441.3854239262037,10.6566,3.7130430521867908,4.377616574212112,4.2871140744139025,12.02309304238404,54.07811107557882,33.07692172000356,60.49570302390997,38.645027688244284,13.7224,2.3917129487205413,0.30184349,16.200364624129957,23.17868343905735,1.3163811831238976,0.667341859,1.1124336155815473,0.9579667090032484,0.516241522,2.415566334090907,5.250807554608107,31.053917432086156,18.03753762,90.15226661896078,2.273026773285333,1.1124830073463596,2.055250798784952,0.028703499779164646,0.050941257501210965,0.22131495496718753,105.60063368475322,448.1987186,8.8994,3.676219204874198,4.682582109,4.044268892677424,12.523685477352384,59.723857926735725,27.262894797158975,68.15021647,31.337515815741476,0
0.9661535516787175,1.0077174759599372,18.41879440921825,968.9113930622093,41.2726412,63.18638355053731,2.7928692650650198,60.22093315540394,69.26227270438763,61.69241450934302,106.32747581881874,33.407934179820984,9.525327374,6,25.675649255644316,65.00335627952471,-21.20987625,-60.00760175,0.033300973,0.10420660863895581,0.3053499609397533,71.46695234376323,460.51384428459994,1548.0417222216597,3.2040135994928414,5.488196063425905,6.039879924259338,4.1999620458408575,36.351494604183145,59.04845251147241,39.507230365484645,60.06946411912144,2082.0087645790754,1.1215313421061452,0.37615306611075694,43.72836320292854,37.23320852034201,1.0577406842045203,1.1120361452744165,1.8780085381324936,0.4361789517813195,0.30560535415872253,2.558281989590854,6.224746501932017,38.96339549,16.579454013830343,93.79537326,2.513802111763018,1.8776865120176136,1.655356073716483,0.013589702,0.065335821,0.4,79.56433035639623,340.91363811363755,1462.2603720727006,3.6172088319327194,4.806841181729676,6.018871468288793,8.670758930343723,20.76513476,70.20204915,23.922233225553143,75.69273547609521,1
2.730253009025156,-1.856502966,3.6954,973.2510692786246,73.56915045320972,65.30450803549911,3.7919304476033817,60.208853411268166,71.51110020547637,120.86009613810118,166.8867338,72.80871561,18.53017782123187,7,47.14911599655808,120.82123946057497,-45.18181449,-125.6202511,0.036211672688005285,0.092809892,0.16675521293939205,0.7703,698.2435687571524,3227.089264192897,2.5871544688665358,5.577386892530308,8.143551365,0.2364,5.476,92.9839,5.5547,94.32,3884.1615226731137,0.5468829270683822,0.28887665988695055,85.59962927619834,61.56682907975062,0.557973,0.8472324270944074,1.8112613499577115,0.2009,0.1118283380027357,4.008644147907092,4.7925,46.96593992483153,10.8621,90.14720891695589,2.0409,1.811429092516247,1.772506069865373,0.008740497,0.1488387262703006,0.2728534450407251,61.367164793931344,658.2224397532681,3166.1803679991795,4.027823261669031,5.648042154945704,8.486067231059685,1.0067,7.3864,88.9857,7.6127,91.2097,1
2.1126699409403518,-0.363501023,7.402143832282125,883.9116337050048,67.07511489425772,71.45800852,4.707291833843314,64.30058561611918,74.48030429771455,111.32159853041009,209.03712069216772,68.04498756892407,11.088354112100122,8,38.26743151937813,111.87126500612692,-38.64217996,-112.7941364,0.034383972,0.080167255,0.3379887218070196,0.7703,562.9176001248475,2521.5387981867425,2.290211656590455,4.525517781805821,8.143235200074429,0.2364,5.476,92.9839,5.5547,94.32,3087.2440663373995,0.0589,0.3438745763969136,78.85832256871032,53.36696099028192,0.557973,0.9136272082226283,1.3622123453700241,0.2009,0.1479886914110565,3.6496863523480574,5.297769142348774,15,10.8621,90.60449734797655,2.160805380500081,1.3622170626289694,1.1707343757295836,0.009429096,0.084368844,0.33483476124609884,72.06529222722797,525.9101263330317,2304.9421771484213,3.6998811788028263,4.659047930142643,8.019064642,1.8915221586677582,7.3864,88.9857,7.6127,91.2097,1
-0.605669308,2.227015121145932,20.438045960267555,805.3389120801359,26.30323306845684,75.41508325141609,1.828581707365279,69.43172525,86.11068065428933,34.70020794346007,47.53912467528086,20.68696059029837,3.512999762354294,9,3.507,35.65391817788974,-3.6109,-31.00579215,0.034402514,0.046065971976375006,0.22037935841864878,146.0337939281482,29.412319409757487,10.6566,4.347734195274867,4.428549146841231,4.359215045267515,23.413559552004862,38.644697349295654,37.98816821541905,54.49554799233441,45.51092420021957,144.33462328046562,3.802840443327237,0.27586882183216543,24.59295136,24.129992497929575,1.6782297883892228,1.194307023602376,1.1012790750211234,0.9768547408022838,0.6371358303436176,1.2609622299483316,7.599683545001376,78.48702220670741,27.583043658077834,96.96346210341844,2.786879502741721,1.1009830291419944,1.4298988066824834,0.025474494,0.10224404215035242,0.2318678490623705,91.88460571392947,70.86940332,8.8994,4.019895189199124,4.772053163251771,4.400288719355929,21.962651296986824,43.60204668854386,34.24666195718962,58.896035092506054,40.87541029791302,0
